r,t,y,NewCapacity
RE1,LNDOTCHI,2042,0.0065
RE1,LNDOTCHI,2043,0.0066
RE1,LNDOTCHI,2044,0.0066
RE1,LNDOTCHI,2045,0.0067
RE1,LNDOTCHI,2046,0.0068
RE1,LNDOTCHI,2047,0.0068
RE1,LNDOTCHI,2048,0.0069
RE1,LNDOTCHI,2049,0.0348
RE1,LNDOTCHI,2050,0.0411
RE1,LNDOTCLI,2020,0.0
RE1,LNDOTCLI,2021,3.9462
RE1,LNDOTCLI,2022,0.0
RE1,LNDOTCLI,2023,0.0
RE1,LNDOTCLI,2024,0.0
RE1,LNDOTCLI,2025,0.0
RE1,LNDOTCLI,2026,0.0
RE1,LNDOTCLI,2027,0.0
RE1,LNDOTCLI,2028,0.0
RE1,LNDOTCLI,2029,0.0
RE1,LNDOTCLI,2030,0.0469
RE1,LNDOTCLI,2031,0.907
RE1,LNDOTCLI,2032,0.957
RE1,LNDOTCLI,2033,1.0097
RE1,LNDOTCLI,2034,1.0969
RE1,LNDOTCLI,2035,1.1747
RE1,LNDOTCLI,2036,5.2636
RE1,LNDOTCLI,2037,1.3987
RE1,LNDOTCLI,2038,1.4397
RE1,LNDOTCLI,2039,1.5624
RE1,LNDOTCLI,2040,1.4857
RE1,LNDOTCLI,2041,1.6342
RE1,LNDOTCLI,2042,1.7976
RE1,LNDOTCLI,2043,1.9774
RE1,LNDOTCLI,2044,2.1751
RE1,LNDOTCLI,2045,2.4396
RE1,LNDOTCLI,2046,3.5389
RE1,LNDOTCLI,2047,3.8522
RE1,LNDOTCLI,2048,4.1943
RE1,LNDOTCLI,2049,4.3749
RE1,LNDOTCLI,2050,5.0056
RE1,LNDSGCHI,2020,0.0
RE1,LNDSGCHI,2021,0.0251
RE1,LNDSGCHI,2022,0.0
RE1,LNDSGCHI,2023,0.0
RE1,LNDSGCHI,2024,0.0
RE1,LNDSGCHI,2025,0.0
RE1,LNDSGCHI,2026,0.0
RE1,LNDSGCHI,2027,0.0
RE1,LNDSGCHI,2028,0.0
RE1,LNDSGCHI,2029,0.0
RE1,LNDSGCHI,2030,0.0
RE1,LNDSGCHI,2031,0.0
RE1,LNDSGCHI,2032,0.007
RE1,LNDSGCHI,2033,0.0099
RE1,LNDSGCHI,2034,0.0117
RE1,LNDSGCHI,2035,0.0137
RE1,LNDSGCHI,2036,0.0416
RE1,LNDSGCHI,2037,0.0193
RE1,LNDSGCHI,2038,0.0224
RE1,LNDSGCHI,2039,0.0266
RE1,LNDSGCHI,2040,0.0304
RE1,LNDSGCHI,2041,0.0365
RE1,LNDSGCHI,2042,0.0438
RE1,LNDSGCHI,2043,0.0526
RE1,LNDSGCHI,2044,0.0631
RE1,LNDSGCHI,2045,0.0757
RE1,LNDSGCHI,2046,0.0909
RE1,LNDSGCHI,2047,0.116
RE1,LNDSGCHI,2048,0.1408
RE1,LNDSGCHI,2049,0.1687
RE1,LNDSGCHI,2050,0.0811
RE1,LNDFOR,2020,0.0
RE1,LNDFOR,2021,0.0
RE1,LNDFOR,2022,1.1249
RE1,LNDFOR,2023,3.34
RE1,LNDFOR,2024,3.2466
RE1,LNDFOR,2025,9.6485
RE1,LNDFOR,2026,9.3325
RE1,LNDFOR,2027,8.7849
RE1,LNDFOR,2028,8.2638
RE1,LNDFOR,2029,7.749
RE1,LNDFOR,2030,7.9743
RE1,LNDFOR,2031,8.1435
RE1,LNDFOR,2032,8.3282
RE1,LNDFOR,2033,8.071
RE1,LNDFOR,2034,7.638
RE1,LNDFOR,2035,7.232
RE1,LNDFOR,2036,7.7227
RE1,LNDFOR,2037,8.7496
RE1,LNDFOR,2038,7.9712
RE1,LNDFOR,2039,7.784
RE1,LNDFOR,2040,6.3143
RE1,LNDFOR,2041,6.0585
RE1,LNDFOR,2042,5.5782
RE1,LNDFOR,2043,5.153
RE1,LNDFOR,2044,3.6839
RE1,LNDFOR,2045,3.4215
RE1,LNDFOR,2046,2.8387
RE1,LNDFOR,2047,2.0507
RE1,LNDFOR,2048,1.6143
RE1,LNDFOR,2049,1.3391
RE1,LNDFOR,2050,0.7969
RE1,LNDBLT,2020,3.3297
RE1,LNDBLT,2021,0.0
RE1,LNDBLT,2022,-0.0
RE1,LNDBLT,2023,0.0879
RE1,LNDBLT,2024,0.0902
RE1,LNDBLT,2025,0.0926
RE1,LNDBLT,2026,0.0951
RE1,LNDBLT,2027,0.1756
RE1,LNDBLT,2028,0.0221
RE1,LNDBLT,2029,0.1028
RE1,LNDBLT,2030,0.1055
RE1,LNDBLT,2031,0.1083
RE1,LNDBLT,2032,0.1111
RE1,LNDBLT,2033,0.1141
RE1,LNDBLT,2034,0.1171
RE1,LNDBLT,2035,0.1202
RE1,LNDBLT,2036,0.1233
RE1,LNDBLT,2037,0.1266
RE1,LNDBLT,2038,0.1299
RE1,LNDBLT,2039,0.1334
RE1,LNDBLT,2040,3.4666
RE1,LNDBLT,2041,0.1405
RE1,LNDBLT,2042,0.1442
RE1,LNDBLT,2043,0.2359
RE1,LNDBLT,2044,0.2422
RE1,LNDBLT,2045,0.2486
RE1,LNDBLT,2046,0.2551
RE1,LNDBLT,2047,0.3399
RE1,LNDBLT,2048,0.1907
RE1,LNDBLT,2049,0.2759
RE1,LNDBLT,2050,0.2831
RE1,LNDWAT,2020,14.2912
RE1,LNDWAT,2021,0.0
RE1,LNDWAT,2022,0.0
RE1,LNDWAT,2023,0.0
RE1,LNDWAT,2024,0.0
RE1,LNDWAT,2025,0.0
RE1,LNDWAT,2026,0.0
RE1,LNDWAT,2027,0.0
RE1,LNDWAT,2028,0.0
RE1,LNDWAT,2029,0.0
RE1,LNDWAT,2030,0.0
RE1,LNDWAT,2031,0.0
RE1,LNDWAT,2032,0.0
RE1,LNDWAT,2033,0.0
RE1,LNDWAT,2034,0.0
RE1,LNDWAT,2035,0.0
RE1,LNDWAT,2036,0.0
RE1,LNDWAT,2037,0.0
RE1,LNDWAT,2038,0.0
RE1,LNDWAT,2039,0.0
RE1,LNDWAT,2040,0.0
RE1,LNDWAT,2041,0.0
RE1,LNDWAT,2042,0.0
RE1,LNDWAT,2043,0.0
RE1,LNDWAT,2044,0.0
RE1,LNDWAT,2045,0.0
RE1,LNDWAT,2046,0.0
RE1,LNDWAT,2047,0.0
RE1,LNDWAT,2048,0.0
RE1,LNDWAT,2049,0.0
RE1,LNDWAT,2050,0.0
RE1,LNDOTH,2020,0.0
RE1,LNDOTH,2021,0.0
RE1,LNDOTH,2022,0.0
RE1,LNDOTH,2023,0.0
RE1,LNDOTH,2024,0.0
RE1,LNDOTH,2025,0.0
RE1,LNDOTH,2026,0.0
RE1,LNDOTH,2027,0.0
RE1,LNDOTH,2028,0.0
RE1,LNDOTH,2029,0.0
RE1,LNDOTH,2030,0.0
RE1,LNDOTH,2031,0.0
RE1,LNDOTH,2032,0.0
RE1,LNDOTH,2033,0.0
RE1,LNDOTH,2034,0.0
RE1,LNDOTH,2035,0.0
RE1,LNDOTH,2036,0.0
RE1,LNDOTH,2037,0.0
RE1,LNDOTH,2038,0.0
RE1,LNDOTH,2039,0.0
RE1,LNDOTH,2040,0.0
RE1,LNDOTH,2041,0.0
RE1,LNDOTH,2042,-0.0
RE1,LNDOTH,2043,0.0
RE1,LNDOTH,2044,0.0
RE1,LNDOTH,2045,0.0
RE1,LNDOTH,2046,0.0
RE1,LNDOTH,2047,0.0
RE1,LNDOTH,2048,0.0
RE1,LNDOTH,2049,0.0
RE1,LNDOTH,2050,0.0
RE1,DEMTRABIO,2020,0.1683
RE1,DEMTRABIO,2021,0.2018
RE1,DEMTRABIO,2022,0.2037
RE1,DEMTRABIO,2023,0.2188
RE1,DEMTRABIO,2024,0.2279
RE1,DEMTRABIO,2025,0.2443
RE1,DEMTRABIO,2026,0.2574
RE1,DEMTRABIO,2027,0.2741
RE1,DEMTRABIO,2028,0.2761
RE1,DEMTRABIO,2029,0.3049
RE1,DEMTRABIO,2030,0.312
RE1,DEMTRABIO,2031,0.3303
RE1,DEMTRABIO,2032,0.3492
RE1,DEMTRABIO,2033,0.3711
RE1,DEMTRABIO,2034,0.3944
RE1,DEMTRABIO,2035,0.4191
RE1,DEMTRABIO,2036,0.4454
RE1,DEMTRABIO,2037,0.4734
RE1,DEMTRABIO,2038,0.503
RE1,DEMTRABIO,2039,0.5346
RE1,DEMTRABIO,2040,0.5681
RE1,DEMTRABIO,2041,0.6037
RE1,DEMTRABIO,2042,0.6416
RE1,DEMTRABIO,2043,0.6818
RE1,DEMTRABIO,2044,0.7254
RE1,DEMTRABIO,2045,0.7812
RE1,DEMTRABIO,2046,0.8414
RE1,DEMTRABIO,2047,0.8871
RE1,DEMTRABIO,2048,0.9343
RE1,DEMTRABIO,2049,0.9828
RE1,DEMTRABIO,2050,1.0437
RE1,LNDSGCHR,2020,0.0512
RE1,LNDSGCHR,2021,0.0525
RE1,LNDSGCHR,2022,0.0535
RE1,LNDSGCHR,2023,0.0546
RE1,LNDSGCHR,2024,0.0633
RE1,LNDSGCHR,2025,0.1204
RE1,LNDSGCHR,2026,0.081
RE1,LNDSGCHR,2027,0.0686
RE1,LNDSGCHR,2028,0.072
RE1,LNDSGCHR,2029,0.075
RE1,LNDSGCHR,2030,0.0776
RE1,LNDSGCHR,2031,0.0694
RE1,LNDSGCHR,2032,0.0683
RE1,LNDSGCHR,2033,0.0663
RE1,LNDSGCHR,2034,0.0659
RE1,LNDSGCHR,2035,0.1143
RE1,LNDSGCHR,2036,0.1165
RE1,LNDSGCHR,2037,0.111
RE1,LNDSGCHR,2038,0.0996
RE1,LNDSGCHR,2039,0.0996
RE1,LNDSGCHR,2040,0.1275
RE1,LNDSGCHR,2041,0.0737
RE1,LNDSGCHR,2042,0.0429
RE1,LNDSGCHR,2043,0.0231
RE1,LNDSGCHR,2044,0.0
RE1,LNDSGCHR,2045,0.0
RE1,LNDSGCHR,2046,0.0
RE1,LNDSGCHR,2047,0.0
RE1,LNDSGCHR,2048,0.0
RE1,LNDSGCHR,2049,0.0
RE1,LNDSGCHR,2050,0.0
RE1,MINPRC,2020,1007.96
RE1,MINPRC,2021,0.0
RE1,MINPRC,2022,-0.0
RE1,MINPRC,2023,0.0
RE1,MINPRC,2024,-0.0
RE1,MINPRC,2025,0.0
RE1,MINPRC,2026,0.0
RE1,MINPRC,2027,0.0
RE1,MINPRC,2028,0.0
RE1,MINPRC,2029,0.0
RE1,MINPRC,2030,0.0
RE1,MINPRC,2031,0.0
RE1,MINPRC,2032,0.0
RE1,MINPRC,2033,0.0
RE1,MINPRC,2034,0.0
RE1,MINPRC,2035,0.0
RE1,MINPRC,2036,0.0
RE1,MINPRC,2037,0.0
RE1,MINPRC,2038,0.0
RE1,MINPRC,2039,0.0
RE1,MINPRC,2040,0.0
RE1,MINPRC,2041,0.0
RE1,MINPRC,2042,0.0
RE1,MINPRC,2043,0.0
RE1,MINPRC,2044,0.0
RE1,MINPRC,2045,0.0
RE1,MINPRC,2046,0.0
RE1,MINPRC,2047,0.0
RE1,MINPRC,2048,0.0
RE1,MINPRC,2049,0.0
RE1,MINPRC,2050,0.0
RE1,DEMAGRSURWAT,2020,1.7163
RE1,DEMAGRSURWAT,2021,1.2607
RE1,DEMAGRSURWAT,2022,0.0
RE1,DEMAGRSURWAT,2023,0.0
RE1,DEMAGRSURWAT,2024,0.0
RE1,DEMAGRSURWAT,2025,0.0
RE1,DEMAGRSURWAT,2026,0.0
RE1,DEMAGRSURWAT,2027,0.0
RE1,DEMAGRSURWAT,2028,0.0
RE1,DEMAGRSURWAT,2029,0.0
RE1,DEMAGRSURWAT,2030,0.0
RE1,DEMAGRSURWAT,2031,0.8794
RE1,DEMAGRSURWAT,2032,1.1719
RE1,DEMAGRSURWAT,2033,1.3883
RE1,DEMAGRSURWAT,2034,1.5166
RE1,DEMAGRSURWAT,2035,1.5333
RE1,DEMAGRSURWAT,2036,2.2559
RE1,DEMAGRSURWAT,2037,2.6766
RE1,DEMAGRSURWAT,2038,2.5044
RE1,DEMAGRSURWAT,2039,2.7726
RE1,DEMAGRSURWAT,2040,3.9394
RE1,DEMAGRSURWAT,2041,3.5597
RE1,DEMAGRSURWAT,2042,2.292
RE1,DEMAGRSURWAT,2043,2.3404
RE1,DEMAGRSURWAT,2044,2.5524
RE1,DEMAGRSURWAT,2045,2.2508
RE1,DEMAGRSURWAT,2046,2.0151
RE1,DEMAGRSURWAT,2047,1.7615
RE1,DEMAGRSURWAT,2048,1.6095
RE1,DEMAGRSURWAT,2049,1.6251
RE1,DEMAGRSURWAT,2050,1.6765
RE1,DEMAGRGWTWAT,2020,0.0
RE1,DEMAGRGWTWAT,2021,0.0
RE1,DEMAGRGWTWAT,2022,0.0
RE1,DEMAGRGWTWAT,2023,0.0
RE1,DEMAGRGWTWAT,2024,0.0
RE1,DEMAGRGWTWAT,2025,0.0
RE1,DEMAGRGWTWAT,2026,0.0
RE1,DEMAGRGWTWAT,2027,0.0
RE1,DEMAGRGWTWAT,2028,0.0
RE1,DEMAGRGWTWAT,2029,0.0
RE1,DEMAGRGWTWAT,2030,0.0
RE1,DEMAGRGWTWAT,2031,0.0
RE1,DEMAGRGWTWAT,2032,0.0
RE1,DEMAGRGWTWAT,2033,0.0
RE1,DEMAGRGWTWAT,2034,0.0
RE1,DEMAGRGWTWAT,2035,0.0
RE1,DEMAGRGWTWAT,2036,0.0
RE1,DEMAGRGWTWAT,2037,0.0
RE1,DEMAGRGWTWAT,2038,0.0
RE1,DEMAGRGWTWAT,2039,0.0
RE1,DEMAGRGWTWAT,2040,0.0
RE1,DEMAGRGWTWAT,2041,0.0
RE1,DEMAGRGWTWAT,2042,0.0
RE1,DEMAGRGWTWAT,2043,0.0
RE1,DEMAGRGWTWAT,2044,0.0
RE1,DEMAGRGWTWAT,2045,0.0
RE1,DEMAGRGWTWAT,2046,0.0
RE1,DEMAGRGWTWAT,2047,0.0
RE1,DEMAGRGWTWAT,2048,0.0
RE1,DEMAGRGWTWAT,2049,0.0
RE1,DEMAGRGWTWAT,2050,0.0
RE1,DEMPUBSURWAT,2020,1.477
RE1,DEMPUBSURWAT,2021,0.0
RE1,DEMPUBSURWAT,2022,0.0
RE1,DEMPUBSURWAT,2023,0.0778
RE1,DEMPUBSURWAT,2024,0.0404
RE1,DEMPUBSURWAT,2025,0.0415
RE1,DEMPUBSURWAT,2026,0.0426
RE1,DEMPUBSURWAT,2027,0.0437
RE1,DEMPUBSURWAT,2028,0.0448
RE1,DEMPUBSURWAT,2029,0.046
RE1,DEMPUBSURWAT,2030,0.0
RE1,DEMPUBSURWAT,2031,0.0955
RE1,DEMPUBSURWAT,2032,0.0496
RE1,DEMPUBSURWAT,2033,0.0509
RE1,DEMPUBSURWAT,2034,0.0523
RE1,DEMPUBSURWAT,2035,0.0536
RE1,DEMPUBSURWAT,2036,0.055
RE1,DEMPUBSURWAT,2037,0.0564
RE1,DEMPUBSURWAT,2038,0.0579
RE1,DEMPUBSURWAT,2039,0.0594
RE1,DEMPUBSURWAT,2040,1.538
RE1,DEMPUBSURWAT,2041,0.0625
RE1,DEMPUBSURWAT,2042,1.9519
RE1,DEMPUBSURWAT,2043,0.1927
RE1,DEMPUBSURWAT,2044,0.1583
RE1,DEMPUBSURWAT,2045,5.3537
RE1,DEMPUBSURWAT,2046,0.0
RE1,DEMPUBSURWAT,2047,0.6111
RE1,DEMPUBSURWAT,2048,0.0
RE1,DEMPUBSURWAT,2049,0.6433
RE1,DEMPUBSURWAT,2050,0.2871
RE1,DEMPUBGWTWAT,2020,0.0
RE1,DEMPUBGWTWAT,2021,0.0
RE1,DEMPUBGWTWAT,2022,0.0
RE1,DEMPUBGWTWAT,2023,0.0
RE1,DEMPUBGWTWAT,2024,0.0
RE1,DEMPUBGWTWAT,2025,0.0
RE1,DEMPUBGWTWAT,2026,0.0
RE1,DEMPUBGWTWAT,2027,0.0
RE1,DEMPUBGWTWAT,2028,0.0
RE1,DEMPUBGWTWAT,2029,0.0
RE1,DEMPUBGWTWAT,2030,0.0
RE1,DEMPUBGWTWAT,2031,0.0
RE1,DEMPUBGWTWAT,2032,0.0
RE1,DEMPUBGWTWAT,2033,0.0
RE1,DEMPUBGWTWAT,2034,0.0
RE1,DEMPUBGWTWAT,2035,0.0
RE1,DEMPUBGWTWAT,2036,0.0
RE1,DEMPUBGWTWAT,2037,0.0
RE1,DEMPUBGWTWAT,2038,0.0
RE1,DEMPUBGWTWAT,2039,0.0
RE1,DEMPUBGWTWAT,2040,0.0
RE1,DEMPUBGWTWAT,2041,0.0
RE1,DEMPUBGWTWAT,2042,0.0
RE1,DEMPUBGWTWAT,2043,0.0
RE1,DEMPUBGWTWAT,2044,0.0
RE1,DEMPUBGWTWAT,2045,0.0
RE1,DEMPUBGWTWAT,2046,0.0
RE1,DEMPUBGWTWAT,2047,0.0
RE1,DEMPUBGWTWAT,2048,0.0
RE1,DEMPUBGWTWAT,2049,0.0
RE1,DEMPUBGWTWAT,2050,0.0
RE1,IMPCER,2020,0.3707
RE1,IMPCER,2021,0.3744
RE1,IMPCER,2022,0.3707
RE1,IMPCER,2023,0.367
RE1,IMPCER,2024,0.3633
RE1,IMPCER,2025,0.3597
RE1,IMPCER,2026,0.3561
RE1,IMPCER,2027,0.3525
RE1,IMPCER,2028,0.349
RE1,IMPCER,2029,0.3385
RE1,IMPCER,2030,0.3284
RE1,IMPCER,2031,0.3185
RE1,IMPCER,2032,0.309
RE1,IMPCER,2033,0.2997
RE1,IMPCER,2034,0.2847
RE1,IMPCER,2035,0.2705
RE1,IMPCER,2036,0.257
RE1,IMPCER,2037,0.2441
RE1,IMPCER,2038,0.2319
RE1,IMPCER,2039,0.2087
RE1,IMPCER,2040,0.1878
RE1,IMPCER,2041,0.1691
RE1,IMPCER,2042,0.1522
RE1,IMPCER,2043,0.1369
RE1,IMPCER,2044,0.0685
RE1,IMPCER,2045,0.0342
RE1,IMPCER,2046,0.0171
RE1,IMPCER,2047,0.0086
RE1,IMPCER,2048,0.0043
RE1,IMPCER,2049,0.0021
RE1,IMPCER,2050,0.0011
RE1,IMPMAI,2020,0.084
RE1,IMPMAI,2021,0.0832
RE1,IMPMAI,2022,0.0823
RE1,IMPMAI,2023,0.0815
RE1,IMPMAI,2024,0.0807
RE1,IMPMAI,2025,0.0799
RE1,IMPMAI,2026,0.0791
RE1,IMPMAI,2027,0.0783
RE1,IMPMAI,2028,0.0775
RE1,IMPMAI,2029,0.0752
RE1,IMPMAI,2030,0.0729
RE1,IMPMAI,2031,0.0707
RE1,IMPMAI,2032,0.0686
RE1,IMPMAI,2033,0.0666
RE1,IMPMAI,2034,0.0632
RE1,IMPMAI,2035,0.0601
RE1,IMPMAI,2036,0.0571
RE1,IMPMAI,2037,0.0542
RE1,IMPMAI,2038,0.0515
RE1,IMPMAI,2039,0.0464
RE1,IMPMAI,2040,0.0417
RE1,IMPMAI,2041,0.0375
RE1,IMPMAI,2042,0.0338
RE1,IMPMAI,2043,0.0304
RE1,IMPMAI,2044,0.0152
RE1,IMPMAI,2045,0.0076
RE1,IMPMAI,2046,0.0038
RE1,IMPMAI,2047,0.0019
RE1,IMPMAI,2048,0.001
RE1,IMPMAI,2049,0.0005
RE1,IMPMAI,2050,0.0002
RE1,IMPWHE,2020,1.208
RE1,IMPWHE,2021,1.1959
RE1,IMPWHE,2022,1.184
RE1,IMPWHE,2023,1.1721
RE1,IMPWHE,2024,1.1604
RE1,IMPWHE,2025,1.1488
RE1,IMPWHE,2026,1.1373
RE1,IMPWHE,2027,1.1259
RE1,IMPWHE,2028,1.1147
RE1,IMPWHE,2029,1.0812
RE1,IMPWHE,2030,1.0488
RE1,IMPWHE,2031,1.0173
RE1,IMPWHE,2032,0.9868
RE1,IMPWHE,2033,0.9572
RE1,IMPWHE,2034,0.9093
RE1,IMPWHE,2035,0.8639
RE1,IMPWHE,2036,0.8207
RE1,IMPWHE,2037,0.7797
RE1,IMPWHE,2038,0.7407
RE1,IMPWHE,2039,0.6666
RE1,IMPWHE,2040,0.5999
RE1,IMPWHE,2041,0.5399
RE1,IMPWHE,2042,0.486
RE1,IMPWHE,2043,0.4374
RE1,IMPWHE,2044,0.2187
RE1,IMPWHE,2045,0.1093
RE1,IMPWHE,2046,0.0547
RE1,IMPWHE,2047,0.0273
RE1,IMPWHE,2048,0.0137
RE1,IMPWHE,2049,0.0068
RE1,IMPWHE,2050,0.0034
RE1,IMPSOR,2020,0.3968
RE1,IMPSOR,2021,0.4007
RE1,IMPSOR,2022,0.3967
RE1,IMPSOR,2023,0.3928
RE1,IMPSOR,2024,0.3888
RE1,IMPSOR,2025,0.385
RE1,IMPSOR,2026,0.3811
RE1,IMPSOR,2027,0.3773
RE1,IMPSOR,2028,0.3735
RE1,IMPSOR,2029,0.3623
RE1,IMPSOR,2030,0.3514
RE1,IMPSOR,2031,0.3409
RE1,IMPSOR,2032,0.3307
RE1,IMPSOR,2033,0.3208
RE1,IMPSOR,2034,0.3047
RE1,IMPSOR,2035,0.2895
RE1,IMPSOR,2036,0.275
RE1,IMPSOR,2037,0.2613
RE1,IMPSOR,2038,0.2482
RE1,IMPSOR,2039,0.2234
RE1,IMPSOR,2040,0.201
RE1,IMPSOR,2041,0.1809
RE1,IMPSOR,2042,0.1628
RE1,IMPSOR,2043,0.1466
RE1,IMPSOR,2044,0.0733
RE1,IMPSOR,2045,0.0366
RE1,IMPSOR,2046,0.0183
RE1,IMPSOR,2047,0.0092
RE1,IMPSOR,2048,0.0046
RE1,IMPSOR,2049,0.0023
RE1,IMPSOR,2050,0.0011
RE1,IMPBRL,2020,0.2526
RE1,IMPBRL,2021,0.2551
RE1,IMPBRL,2022,0.2526
RE1,IMPBRL,2023,0.25
RE1,IMPBRL,2024,0.2475
RE1,IMPBRL,2025,0.2451
RE1,IMPBRL,2026,0.2426
RE1,IMPBRL,2027,0.2402
RE1,IMPBRL,2028,0.2378
RE1,IMPBRL,2029,0.2306
RE1,IMPBRL,2030,0.2237
RE1,IMPBRL,2031,0.217
RE1,IMPBRL,2032,0.2105
RE1,IMPBRL,2033,0.2042
RE1,IMPBRL,2034,0.194
RE1,IMPBRL,2035,0.1843
RE1,IMPBRL,2036,0.1751
RE1,IMPBRL,2037,0.1663
RE1,IMPBRL,2038,0.158
RE1,IMPBRL,2039,0.1422
RE1,IMPBRL,2040,0.128
RE1,IMPBRL,2041,0.1152
RE1,IMPBRL,2042,0.1037
RE1,IMPBRL,2043,0.0933
RE1,IMPBRL,2044,0.0466
RE1,IMPBRL,2045,0.0233
RE1,IMPBRL,2046,0.0117
RE1,IMPBRL,2047,0.0058
RE1,IMPBRL,2048,0.0029
RE1,IMPBRL,2049,0.0015
RE1,IMPBRL,2050,0.0007
RE1,IMPOTC,2020,-0.0
RE1,IMPOTC,2021,-0.0
RE1,IMPOTC,2022,-0.0
RE1,IMPOTC,2023,-0.0
RE1,IMPOTC,2024,-0.0
RE1,IMPOTC,2025,-0.0
RE1,IMPOTC,2026,-0.0
RE1,IMPOTC,2027,-0.0
RE1,IMPOTC,2028,-0.0
RE1,IMPOTC,2029,0.0
RE1,IMPOTC,2030,0.0
RE1,IMPOTC,2031,0.0
RE1,IMPOTC,2032,0.0
RE1,IMPOTC,2033,0.0
RE1,IMPOTC,2034,0.0
RE1,IMPOTC,2035,0.0
RE1,IMPOTC,2036,0.0
RE1,IMPOTC,2037,0.0
RE1,IMPOTC,2038,0.0
RE1,IMPOTC,2039,0.0
RE1,IMPOTC,2040,0.0
RE1,IMPOTC,2041,0.0
RE1,IMPOTC,2042,0.0
RE1,IMPOTC,2043,0.0
RE1,IMPOTC,2044,0.0
RE1,IMPOTC,2045,0.0
RE1,IMPOTC,2046,0.0
RE1,IMPOTC,2047,0.0
RE1,IMPOTC,2048,0.0
RE1,IMPOTC,2049,0.0
RE1,IMPOTC,2050,0.0
RE1,IMPSGC,2020,-0.0
RE1,IMPSGC,2021,-0.0
RE1,IMPSGC,2022,-0.0
RE1,IMPSGC,2023,-0.0
RE1,IMPSGC,2024,-0.0
RE1,IMPSGC,2025,0.0
RE1,IMPSGC,2026,0.0
RE1,IMPSGC,2027,0.0
RE1,IMPSGC,2028,0.0
RE1,IMPSGC,2029,-0.0
RE1,IMPSGC,2030,-0.0
RE1,IMPSGC,2031,0.0
RE1,IMPSGC,2032,0.0
RE1,IMPSGC,2033,-0.0
RE1,IMPSGC,2034,0.0
RE1,IMPSGC,2035,0.0
RE1,IMPSGC,2036,0.0
RE1,IMPSGC,2037,0.0
RE1,IMPSGC,2038,0.0
RE1,IMPSGC,2039,0.0
RE1,IMPSGC,2040,0.0
RE1,IMPSGC,2041,0.0
RE1,IMPSGC,2042,0.0
RE1,IMPSGC,2043,0.0
RE1,IMPSGC,2044,0.0
RE1,IMPSGC,2045,0.0
RE1,IMPSGC,2046,0.0
RE1,IMPSGC,2047,0.0
RE1,IMPSGC,2048,0.0
RE1,IMPSGC,2049,0.0
RE1,IMPSGC,2050,0.0
RE1,DEMPWRGWTWAT,2020,0.0
RE1,DEMPWRGWTWAT,2021,0.0
RE1,DEMPWRGWTWAT,2022,0.0
RE1,DEMPWRGWTWAT,2023,0.0
RE1,DEMPWRGWTWAT,2024,0.0
RE1,DEMPWRGWTWAT,2025,0.0
RE1,DEMPWRGWTWAT,2026,0.0
RE1,DEMPWRGWTWAT,2027,0.0
RE1,DEMPWRGWTWAT,2028,0.0
RE1,DEMPWRGWTWAT,2029,0.0
RE1,DEMPWRGWTWAT,2030,0.0
RE1,DEMPWRGWTWAT,2031,0.0
RE1,DEMPWRGWTWAT,2032,0.0
RE1,DEMPWRGWTWAT,2033,0.0
RE1,DEMPWRGWTWAT,2034,0.0
RE1,DEMPWRGWTWAT,2035,0.0
RE1,DEMPWRGWTWAT,2036,0.0
RE1,DEMPWRGWTWAT,2037,0.0
RE1,DEMPWRGWTWAT,2038,0.0
RE1,DEMPWRGWTWAT,2039,0.0
RE1,DEMPWRGWTWAT,2040,0.0
RE1,DEMPWRGWTWAT,2041,0.0
RE1,DEMPWRGWTWAT,2042,0.0
RE1,DEMPWRGWTWAT,2043,0.0
RE1,DEMPWRGWTWAT,2044,0.0
RE1,DEMPWRGWTWAT,2045,0.0
RE1,DEMPWRGWTWAT,2046,0.0
RE1,DEMPWRGWTWAT,2047,0.0
RE1,DEMPWRGWTWAT,2048,0.0
RE1,DEMPWRGWTWAT,2049,0.0
RE1,DEMPWRGWTWAT,2050,0.0
RE1,DEMPWRSURWAT,2020,0.7381
RE1,DEMPWRSURWAT,2021,0.0
RE1,DEMPWRSURWAT,2022,7.8104
RE1,DEMPWRSURWAT,2023,0.932
RE1,DEMPWRSURWAT,2024,0.3977
RE1,DEMPWRSURWAT,2025,0.4176
RE1,DEMPWRSURWAT,2026,0.4385
RE1,DEMPWRSURWAT,2027,1.8416
RE1,DEMPWRSURWAT,2028,2.2099
RE1,DEMPWRSURWAT,2029,2.6519
RE1,DEMPWRSURWAT,2030,1.9693
RE1,DEMPWRSURWAT,2031,2.6064
RE1,DEMPWRSURWAT,2032,2.4611
RE1,DEMPWRSURWAT,2033,2.7725
RE1,DEMPWRSURWAT,2034,3.0146
RE1,DEMPWRSURWAT,2035,3.3687
RE1,DEMPWRSURWAT,2036,3.7535
RE1,DEMPWRSURWAT,2037,4.1136
RE1,DEMPWRSURWAT,2038,4.6843
RE1,DEMPWRSURWAT,2039,5.0549
RE1,DEMPWRSURWAT,2040,0.1362
RE1,DEMPWRSURWAT,2041,4.277
RE1,DEMPWRSURWAT,2042,11.7146
RE1,DEMPWRSURWAT,2043,4.6481
RE1,DEMPWRSURWAT,2044,4.1345
RE1,DEMPWRSURWAT,2045,2.6193
RE1,DEMPWRSURWAT,2046,2.4857
RE1,DEMPWRSURWAT,2047,2.1446
