REGION,FUEL,TECHNOLOGY,YEAR,MODE_OF_OPERATION,TIMESLICE,VALUE
RE1,AGRDSL,LNDRICIRR,2026,1,SN,0.0586
RE1,AGRDSL,LNDRICIRR,2027,1,SN,0.0615
RE1,AGRDSL,LNDRICIRR,2028,1,SN,0.0646
RE1,AGRDSL,LNDRICIRR,2029,1,SN,0.0678
RE1,AGRDSL,LNDRICIRR,2030,1,SN,0.0712
RE1,AGRDSL,LNDRICIRR,2031,1,SN,0.0748
RE1,AGRDSL,LNDRICIRR,2032,1,SN,0.0785
RE1,AGRDSL,LNDRICIRR,2033,1,SN,0.0824
RE1,AGRDSL,LNDRICIRR,2034,1,SN,0.0865
RE1,AGRDSL,LNDRICIRR,2035,1,SN,0.0909
RE1,AGRWAT,LNDRICIRR,2020,1,SN,0.0401
RE1,AGRWAT,LNDRICIRR,2021,1,SN,0.0422
RE1,AGRWAT,LNDRICIRR,2022,1,SN,0.0443
RE1,AGRWAT,LNDRICIRR,2023,1,SN,0.0465
RE1,AGRWAT,LNDRICIRR,2024,1,SN,0.0488
RE1,AGRWAT,LNDRICIRR,2025,1,SN,0.0512
RE1,AGRWAT,LNDRICIRR,2026,1,SN,0.0538
RE1,AGRWAT,LNDRICIRR,2027,1,SN,0.0565
RE1,AGRWAT,LNDRICIRR,2028,1,SN,0.0593
RE1,AGRWAT,LNDRICIRR,2029,1,SN,0.0623
RE1,AGRWAT,LNDRICIRR,2030,1,SN,0.0654
RE1,AGRWAT,LNDRICIRR,2031,1,SN,0.0687
RE1,AGRWAT,LNDRICIRR,2032,1,SN,0.0721
RE1,AGRWAT,LNDRICIRR,2033,1,SN,0.0757
RE1,AGRWAT,LNDRICIRR,2034,1,SN,0.0795
RE1,AGRWAT,LNDRICIRR,2035,1,SN,0.0835
RE1,LND,LNDRICIRR,2020,1,SN,0.0892
RE1,LND,LNDRICIRR,2021,1,SN,0.0937
RE1,LND,LNDRICIRR,2022,1,SN,0.0983
RE1,LND,LNDRICIRR,2023,1,SN,0.1033
RE1,LND,LNDRICIRR,2024,1,SN,0.1084
RE1,LND,LNDRICIRR,2025,1,SN,0.1139
RE1,LND,LNDRICIRR,2026,1,SN,0.1195
RE1,LND,LNDRICIRR,2027,1,SN,0.1255
RE1,LND,LNDRICIRR,2028,1,SN,0.1318
RE1,LND,LNDRICIRR,2029,1,SN,0.1384
RE1,LND,LNDRICIRR,2030,1,SN,0.1453
RE1,LND,LNDRICIRR,2031,1,SN,0.1526
RE1,LND,LNDRICIRR,2032,1,SN,0.1602
RE1,LND,LNDRICIRR,2033,1,SN,0.1682
RE1,LND,LNDRICIRR,2034,1,SN,0.1766
RE1,LND,LNDRICIRR,2035,1,SN,0.1855
RE1,WTRPRC,LNDRICIRR,2020,1,SN,0.107
RE1,WTRPRC,LNDRICIRR,2021,1,SN,0.1124
RE1,WTRPRC,LNDRICIRR,2022,1,SN,0.118
RE1,WTRPRC,LNDRICIRR,2023,1,SN,0.1239
RE1,WTRPRC,LNDRICIRR,2024,1,SN,0.1301
RE1,WTRPRC,LNDRICIRR,2025,1,SN,0.1366
RE1,WTRPRC,LNDRICIRR,2026,1,SN,0.1435
RE1,WTRPRC,LNDRICIRR,2027,1,SN,0.1506
RE1,WTRPRC,LNDRICIRR,2028,1,SN,0.1582
RE1,WTRPRC,LNDRICIRR,2029,1,SN,0.1661
RE1,WTRPRC,LNDRICIRR,2030,1,SN,0.1744
RE1,WTRPRC,LNDRICIRR,2031,1,SN,0.1831
RE1,WTRPRC,LNDRICIRR,2032,1,SN,0.1922
RE1,WTRPRC,LNDRICIRR,2033,1,SN,0.2019
RE1,WTRPRC,LNDRICIRR,2034,1,SN,0.2119
RE1,WTRPRC,LNDRICIRR,2035,1,SN,0.2225
RE1,AGRDSL,LNDRICRNF,2020,1,SN,0.0703
RE1,AGRDSL,LNDRICRNF,2021,1,SN,0.0702
RE1,AGRDSL,LNDRICRNF,2022,1,SN,0.0701
RE1,AGRDSL,LNDRICRNF,2023,1,SN,0.07
RE1,AGRDSL,LNDRICRNF,2024,1,SN,0.0698
RE1,AGRDSL,LNDRICRNF,2025,1,SN,0.0695
RE1,AGRDSL,LNDRICRNF,2026,1,SN,0.0691
RE1,AGRDSL,LNDRICRNF,2027,1,SN,0.0686
RE1,AGRDSL,LNDRICRNF,2028,1,SN,0.068
RE1,AGRDSL,LNDRICRNF,2029,1,SN,0.0673
RE1,AGRDSL,LNDRICRNF,2030,1,SN,0.0665
RE1,AGRDSL,LNDRICRNF,2031,1,SN,0.0655
RE1,AGRDSL,LNDRICRNF,2032,1,SN,0.0645
RE1,AGRDSL,LNDRICRNF,2033,1,SN,0.0633
RE1,AGRDSL,LNDRICRNF,2034,1,SN,0.0619
RE1,AGRDSL,LNDRICRNF,2035,1,SN,0.0604
RE1,LND,LNDRICRNF,2020,1,SN,0.2391
RE1,LND,LNDRICRNF,2021,1,SN,0.2387
RE1,LND,LNDRICRNF,2022,1,SN,0.2384
RE1,LND,LNDRICRNF,2023,1,SN,0.238
RE1,LND,LNDRICRNF,2024,1,SN,0.2374
RE1,LND,LNDRICRNF,2025,1,SN,0.2363
RE1,LND,LNDRICRNF,2026,1,SN,0.2351
RE1,LND,LNDRICRNF,2027,1,SN,0.2333
RE1,LND,LNDRICRNF,2028,1,SN,0.2313
RE1,LND,LNDRICRNF,2029,1,SN,0.229
RE1,LND,LNDRICRNF,2030,1,SN,0.2261
RE1,LND,LNDRICRNF,2031,1,SN,0.2229
RE1,LND,LNDRICRNF,2032,1,SN,0.2193
RE1,LND,LNDRICRNF,2033,1,SN,0.2153
RE1,LND,LNDRICRNF,2034,1,SN,0.2106
RE1,LND,LNDRICRNF,2035,1,SN,0.2054
RE1,WTRPRC,LNDRICRNF,2020,1,SN,0.2869
RE1,WTRPRC,LNDRICRNF,2021,1,SN,0.2865
RE1,WTRPRC,LNDRICRNF,2022,1,SN,0.2861
RE1,WTRPRC,LNDRICRNF,2023,1,SN,0.2856
RE1,WTRPRC,LNDRICRNF,2024,1,SN,0.2849
RE1,WTRPRC,LNDRICRNF,2025,1,SN,0.2836
RE1,WTRPRC,LNDRICRNF,2026,1,SN,0.2821
RE1,WTRPRC,LNDRICRNF,2027,1,SN,0.2799
RE1,WTRPRC,LNDRICRNF,2028,1,SN,0.2775
RE1,WTRPRC,LNDRICRNF,2029,1,SN,0.2748
RE1,WTRPRC,LNDRICRNF,2030,1,SN,0.2713
RE1,WTRPRC,LNDRICRNF,2031,1,SN,0.2674
RE1,WTRPRC,LNDRICRNF,2032,1,SN,0.2631
RE1,WTRPRC,LNDRICRNF,2033,1,SN,0.2583
RE1,WTRPRC,LNDRICRNF,2034,1,SN,0.2527
RE1,WTRPRC,LNDRICRNF,2035,1,SN,0.2465
RE1,LND,LNDWAT,2020,1,SN,4.2035
RE1,LND,LNDWAT,2021,1,SN,4.1544
RE1,LND,LNDWAT,2022,1,SN,4.1043
RE1,LND,LNDWAT,2023,1,SN,4.0547
RE1,LND,LNDWAT,2024,1,SN,4.0029
RE1,LND,LNDWAT,2025,1,SN,3.946
RE1,LND,LNDWAT,2026,1,SN,3.8962
RE1,LND,LNDWAT,2027,1,SN,3.8444
RE1,LND,LNDWAT,2028,1,SN,3.7873
RE1,LND,LNDWAT,2029,1,SN,3.7286
RE1,LND,LNDWAT,2030,1,SN,3.6714
RE1,LND,LNDWAT,2031,1,SN,3.6126
RE1,LND,LNDWAT,2032,1,SN,3.5555
RE1,LND,LNDWAT,2033,1,SN,3.4969
RE1,LND,LNDWAT,2034,1,SN,3.4386
RE1,LND,LNDWAT,2035,1,SN,3.38
RE1,WTRPRC,LNDWAT,2020,1,SN,5.0442
RE1,WTRPRC,LNDWAT,2021,1,SN,4.9852
RE1,WTRPRC,LNDWAT,2022,1,SN,4.9252
RE1,WTRPRC,LNDWAT,2023,1,SN,4.8657
RE1,WTRPRC,LNDWAT,2024,1,SN,4.8035
RE1,WTRPRC,LNDWAT,2025,1,SN,4.7352
RE1,WTRPRC,LNDWAT,2026,1,SN,4.6754
RE1,WTRPRC,LNDWAT,2027,1,SN,4.6133
RE1,WTRPRC,LNDWAT,2028,1,SN,4.5448
RE1,WTRPRC,LNDWAT,2029,1,SN,4.4743
RE1,WTRPRC,LNDWAT,2030,1,SN,4.4057
RE1,WTRPRC,LNDWAT,2031,1,SN,4.3351
RE1,WTRPRC,LNDWAT,2032,1,SN,4.2666
RE1,WTRPRC,LNDWAT,2033,1,SN,4.1962
RE1,WTRPRC,LNDWAT,2034,1,SN,4.1263
RE1,WTRPRC,LNDWAT,2035,1,SN,4.056
RE1,COA,PWRCOA,2020,1,SN,40.3942
RE1,COA,PWRCOA,2021,1,SN,40.2254
RE1,COA,PWRCOA,2022,1,SN,41.0002
RE1,COA,PWRCOA,2023,1,SN,42.1138
RE1,COA,PWRCOA,2024,1,SN,43.2292
RE1,COA,PWRCOA,2025,1,SN,44.6851
RE1,COA,PWRCOA,2026,1,SN,47.4173
RE1,COA,PWRCOA,2027,1,SN,50.0829
RE1,COA,PWRCOA,2028,1,SN,52.8848
RE1,COA,PWRCOA,2029,1,SN,55.6295
RE1,COA,PWRCOA,2030,1,SN,55.6295
RE1,COA,PWRCOA,2031,1,SN,55.6295
RE1,COA,PWRCOA,2032,1,SN,55.6295
RE1,COA,PWRCOA,2033,1,SN,55.6295
RE1,COA,PWRCOA,2034,1,SN,55.6295
RE1,COA,PWRCOA,2035,1,SN,55.6295
RE1,PWRWAT,PWRCOA,2020,1,SN,0.0094
RE1,PWRWAT,PWRCOA,2021,1,SN,0.0094
RE1,PWRWAT,PWRCOA,2022,1,SN,0.0096
RE1,PWRWAT,PWRCOA,2023,1,SN,0.0098
RE1,PWRWAT,PWRCOA,2024,1,SN,0.0101
RE1,PWRWAT,PWRCOA,2025,1,SN,0.0104
RE1,PWRWAT,PWRCOA,2026,1,SN,0.0111
RE1,PWRWAT,PWRCOA,2027,1,SN,0.0117
RE1,PWRWAT,PWRCOA,2028,1,SN,0.0123
RE1,PWRWAT,PWRCOA,2029,1,SN,0.013
RE1,PWRWAT,PWRCOA,2030,1,SN,0.013
RE1,PWRWAT,PWRCOA,2031,1,SN,0.013
RE1,PWRWAT,PWRCOA,2032,1,SN,0.013
RE1,PWRWAT,PWRCOA,2033,1,SN,0.013
RE1,PWRWAT,PWRCOA,2034,1,SN,0.013
RE1,PWRWAT,PWRCOA,2035,1,SN,0.013
RE1,GAS,PWRGAS,2029,1,SN,0.5072
RE1,GAS,PWRGAS,2030,1,SN,3.0804
RE1,GAS,PWRGAS,2031,1,SN,5.8929
RE1,GAS,PWRGAS,2032,1,SN,9.1812
RE1,GAS,PWRGAS,2033,1,SN,12.7095
RE1,GAS,PWRGAS,2034,1,SN,16.715
RE1,GAS,PWRGAS,2035,1,SN,20.9617
RE1,PWRWAT,PWRGAS,2029,1,SN,0.0001
RE1,PWRWAT,PWRGAS,2030,1,SN,0.0003
RE1,PWRWAT,PWRGAS,2031,1,SN,0.0006
RE1,PWRWAT,PWRGAS,2032,1,SN,0.0009
RE1,PWRWAT,PWRGAS,2033,1,SN,0.0013
RE1,PWRWAT,PWRGAS,2034,1,SN,0.0017
RE1,PWRWAT,PWRGAS,2035,1,SN,0.0021
RE1,HYD,PWRHYD,2020,1,SN,6.3577
RE1,HYD,PWRHYD,2021,1,SN,6.3577
RE1,HYD,PWRHYD,2022,1,SN,6.3577
RE1,HYD,PWRHYD,2023,1,SN,6.3577
RE1,HYD,PWRHYD,2024,1,SN,6.3577
RE1,HYD,PWRHYD,2025,1,SN,6.3577
RE1,HYD,PWRHYD,2026,1,SN,6.3577
RE1,HYD,PWRHYD,2027,1,SN,6.3577
RE1,HYD,PWRHYD,2028,1,SN,6.3577
RE1,HYD,PWRHYD,2029,1,SN,6.3577
RE1,HYD,PWRHYD,2030,1,SN,6.3577
RE1,HYD,PWRHYD,2031,1,SN,6.3577
RE1,HYD,PWRHYD,2032,1,SN,6.3577
RE1,HYD,PWRHYD,2033,1,SN,6.3577
RE1,HYD,PWRHYD,2034,1,SN,6.3577
RE1,HYD,PWRHYD,2035,1,SN,6.3577
RE1,SOL,PWRSOL,2021,1,SN,0.0426
RE1,SOL,PWRSOL,2022,1,SN,0.1549
RE1,SOL,PWRSOL,2023,1,SN,0.2835
RE1,SOL,PWRSOL,2024,1,SN,0.4124
RE1,SOL,PWRSOL,2025,1,SN,0.5575
RE1,SOL,PWRSOL,2026,1,SN,0.5575
RE1,SOL,PWRSOL,2027,1,SN,0.5802
RE1,SOL,PWRSOL,2028,1,SN,0.6794
RE1,SOL,PWRSOL,2029,1,SN,0.7986
RE1,SOL,PWRSOL,2030,1,SN,0.9284
RE1,SOL,PWRSOL,2031,1,SN,1.0683
RE1,SOL,PWRSOL,2032,1,SN,1.2298
RE1,SOL,PWRSOL,2033,1,SN,1.4018
RE1,SOL,PWRSOL,2034,1,SN,1.5942
RE1,SOL,PWRSOL,2035,1,SN,1.7972
RE1,ELC001,PWRTRN,2020,1,SN,21.4118
RE1,ELC001,PWRTRN,2021,1,SN,22.945
RE1,ELC001,PWRTRN,2022,1,SN,24.7927
RE1,ELC001,PWRTRN,2023,1,SN,26.7533
RE1,ELC001,PWRTRN,2024,1,SN,28.7145
RE1,ELC001,PWRTRN,2025,1,SN,30.7892
RE1,ELC001,PWRTRN,2026,1,SN,33.2893
RE1,ELC001,PWRTRN,2027,1,SN,35.7673
RE1,ELC001,PWRTRN,2028,1,SN,38.2906
RE1,ELC001,PWRTRN,2029,1,SN,41.0486
RE1,ELC001,PWRTRN,2030,1,SN,43.9246
RE1,ELC001,PWRTRN,2031,1,SN,46.9202
RE1,ELC001,PWRTRN,2032,1,SN,50.1538
RE1,ELC001,PWRTRN,2033,1,SN,53.5074
RE1,ELC001,PWRTRN,2034,1,SN,57.0995
RE1,ELC001,PWRTRN,2035,1,SN,60.8123
RE1,WND,PWRWND,2020,1,SN,1.5894
RE1,WND,PWRWND,2021,1,SN,3.1788
RE1,WND,PWRWND,2022,1,SN,4.7682
RE1,WND,PWRWND,2023,1,SN,6.3577
RE1,WND,PWRWND,2024,1,SN,7.9471
RE1,WND,PWRWND,2025,1,SN,9.5365
RE1,WND,PWRWND,2026,1,SN,11.1259
RE1,WND,PWRWND,2027,1,SN,12.7153
RE1,WND,PWRWND,2028,1,SN,14.3047
RE1,WND,PWRWND,2029,1,SN,15.8941
RE1,WND,PWRWND,2030,1,SN,17.4836
RE1,WND,PWRWND,2031,1,SN,19.073
RE1,WND,PWRWND,2032,1,SN,20.6624
RE1,WND,PWRWND,2033,1,SN,22.2518
RE1,WND,PWRWND,2034,1,SN,23.8412
RE1,WND,PWRWND,2035,1,SN,25.4306
RE1,WTRRUN,RSCHYD,2020,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2021,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2022,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2023,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2024,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2025,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2026,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2027,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2028,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2029,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2030,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2031,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2032,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2033,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2034,1,SN,15.8941
RE1,WTRRUN,RSCHYD,2035,1,SN,15.8941
RE1,ELC002,DEMAGRGWTWAT,2026,1,WD,0.0163
RE1,ELC002,DEMAGRGWTWAT,2027,1,WD,0.0483
RE1,ELC002,DEMAGRGWTWAT,2028,1,WD,0.0718
RE1,ELC002,DEMAGRGWTWAT,2029,1,WD,0.0624
RE1,ELC002,DEMAGRGWTWAT,2030,1,WD,0.0531
RE1,ELC002,DEMAGRGWTWAT,2031,1,WD,0.0406
RE1,ELC002,DEMAGRGWTWAT,2032,1,WD,0.0312
RE1,ELC002,DEMAGRGWTWAT,2033,1,WD,0.0218
RE1,ELC002,DEMAGRGWTWAT,2034,1,WD,0.0094
RE1,ELC002,DEMAGRSURWAT,2020,1,WD,0.1209
RE1,ELC002,DEMAGRSURWAT,2021,1,WD,0.127
RE1,ELC002,DEMAGRSURWAT,2022,1,WD,0.1333
RE1,ELC002,DEMAGRSURWAT,2023,1,WD,0.14
RE1,ELC002,DEMAGRSURWAT,2024,1,WD,0.147
RE1,ELC002,DEMAGRSURWAT,2025,1,WD,0.1544
RE1,ELC002,DEMAGRSURWAT,2026,1,WD,0.1491
RE1,ELC002,DEMAGRSURWAT,2027,1,WD,0.1317
RE1,ELC002,DEMAGRSURWAT,2028,1,WD,0.1215
RE1,ELC002,DEMAGRSURWAT,2029,1,WD,0.1379
RE1,ELC002,DEMAGRSURWAT,2030,1,WD,0.1548
RE1,ELC002,DEMAGRSURWAT,2031,1,WD,0.1745
RE1,ELC002,DEMAGRSURWAT,2032,1,WD,0.1923
RE1,ELC002,DEMAGRSURWAT,2033,1,WD,0.2107
RE1,ELC002,DEMAGRSURWAT,2034,1,WD,0.232
RE1,ELC002,DEMAGRSURWAT,2035,1,WD,0.2514
RE1,WTRSUR,DEMAGRSURWAT,2020,1,WD,0.1406
RE1,WTRSUR,DEMAGRSURWAT,2021,1,WD,0.1477
RE1,WTRSUR,DEMAGRSURWAT,2022,1,WD,0.155
RE1,WTRSUR,DEMAGRSURWAT,2023,1,WD,0.1628
RE1,WTRSUR,DEMAGRSURWAT,2024,1,WD,0.1709
RE1,WTRSUR,DEMAGRSURWAT,2025,1,WD,0.1795
RE1,WTRSUR,DEMAGRSURWAT,2026,1,WD,0.1734
RE1,WTRSUR,DEMAGRSURWAT,2027,1,WD,0.1532
RE1,WTRSUR,DEMAGRSURWAT,2028,1,WD,0.1413
RE1,WTRSUR,DEMAGRSURWAT,2029,1,WD,0.1604
RE1,WTRSUR,DEMAGRSURWAT,2030,1,WD,0.18
RE1,WTRSUR,DEMAGRSURWAT,2031,1,WD,0.203
RE1,WTRSUR,DEMAGRSURWAT,2032,1,WD,0.2237
RE1,WTRSUR,DEMAGRSURWAT,2033,1,WD,0.245
RE1,WTRSUR,DEMAGRSURWAT,2034,1,WD,0.2698
RE1,WTRSUR,DEMAGRSURWAT,2035,1,WD,0.2924
RE1,ELC002,DEMPUBGWTWAT,2020,1,WD,1.0079
RE1,ELC002,DEMPUBGWTWAT,2021,1,WD,0.9413
RE1,ELC002,DEMPUBGWTWAT,2022,1,WD,0.8802
RE1,ELC002,DEMPUBGWTWAT,2023,1,WD,0.8068
RE1,ELC002,DEMPUBGWTWAT,2024,1,WD,0.7457
RE1,ELC002,DEMPUBGWTWAT,2025,1,WD,0.6724
RE1,ELC002,DEMPUBGWTWAT,2026,1,WD,0.6112
RE1,ELC002,DEMPUBGWTWAT,2027,1,WD,0.5379
RE1,ELC002,DEMPUBGWTWAT,2028,1,WD,0.4768
RE1,ELC002,DEMPUBGWTWAT,2029,1,WD,0.4034
RE1,ELC002,DEMPUBGWTWAT,2030,1,WD,0.3423
RE1,ELC002,DEMPUBGWTWAT,2031,1,WD,0.2689
RE1,ELC002,DEMPUBGWTWAT,2032,1,WD,0.2078
RE1,ELC002,DEMPUBGWTWAT,2033,1,WD,0.1345
RE1,ELC002,DEMPUBGWTWAT,2034,1,WD,0.0733
RE1,ELC002,DEMPUBSURWAT,2020,1,WD,0.7498
RE1,ELC002,DEMPUBSURWAT,2021,1,WD,0.8947
RE1,ELC002,DEMPUBSURWAT,2022,1,WD,1.0415
RE1,ELC002,DEMPUBSURWAT,2023,1,WD,1.1995
RE1,ELC002,DEMPUBSURWAT,2024,1,WD,1.3536
RE1,ELC002,DEMPUBSURWAT,2025,1,WD,1.5216
RE1,ELC002,DEMPUBSURWAT,2026,1,WD,1.6857
RE1,ELC002,DEMPUBSURWAT,2027,1,WD,1.8623
RE1,ELC002,DEMPUBSURWAT,2028,1,WD,2.0379
RE1,ELC002,DEMPUBSURWAT,2029,1,WD,2.226
RE1,ELC002,DEMPUBSURWAT,2030,1,WD,2.4131
RE1,ELC002,DEMPUBSURWAT,2031,1,WD,2.614
RE1,ELC002,DEMPUBSURWAT,2032,1,WD,2.8126
RE1,ELC002,DEMPUBSURWAT,2033,1,WD,3.0264
RE1,ELC002,DEMPUBSURWAT,2034,1,WD,3.2394
RE1,ELC002,DEMPUBSURWAT,2035,1,WD,3.469
RE1,WTRSUR,DEMPUBSURWAT,2020,1,WD,0.2659
RE1,WTRSUR,DEMPUBSURWAT,2021,1,WD,0.3173
RE1,WTRSUR,DEMPUBSURWAT,2022,1,WD,0.3693
RE1,WTRSUR,DEMPUBSURWAT,2023,1,WD,0.4254
RE1,WTRSUR,DEMPUBSURWAT,2024,1,WD,0.48
RE1,WTRSUR,DEMPUBSURWAT,2025,1,WD,0.5396
RE1,WTRSUR,DEMPUBSURWAT,2026,1,WD,0.5978
RE1,WTRSUR,DEMPUBSURWAT,2027,1,WD,0.6604
RE1,WTRSUR,DEMPUBSURWAT,2028,1,WD,0.7226
RE1,WTRSUR,DEMPUBSURWAT,2029,1,WD,0.7893
RE1,WTRSUR,DEMPUBSURWAT,2030,1,WD,0.8557
RE1,WTRSUR,DEMPUBSURWAT,2031,1,WD,0.927
RE1,WTRSUR,DEMPUBSURWAT,2032,1,WD,0.9974
RE1,WTRSUR,DEMPUBSURWAT,2033,1,WD,1.0732
RE1,WTRSUR,DEMPUBSURWAT,2034,1,WD,1.1487
RE1,WTRSUR,DEMPUBSURWAT,2035,1,WD,1.2302
RE1,ELC002,DEMPWRSURWAT,2020,1,WD,0.1185
RE1,ELC002,DEMPWRSURWAT,2021,1,WD,0.1189
RE1,ELC002,DEMPWRSURWAT,2022,1,WD,0.1189
RE1,ELC002,DEMPWRSURWAT,2023,1,WD,0.1189
RE1,ELC002,DEMPWRSURWAT,2024,1,WD,0.1189
RE1,ELC002,DEMPWRSURWAT,2025,1,WD,0.1189
RE1,ELC002,DEMPWRSURWAT,2026,1,WD,0.098
RE1,ELC002,DEMPWRSURWAT,2027,1,WD,0.1008
RE1,ELC002,DEMPWRSURWAT,2028,1,WD,0.1026
RE1,ELC002,DEMPWRSURWAT,2029,1,WD,0.1046
RE1,ELC002,DEMPWRSURWAT,2030,1,WD,0.1066
RE1,ELC002,DEMPWRSURWAT,2031,1,WD,0.1088
RE1,ELC002,DEMPWRSURWAT,2032,1,WD,0.1112
RE1,ELC002,DEMPWRSURWAT,2033,1,WD,0.1138
RE1,ELC002,DEMPWRSURWAT,2034,1,WD,0.1165
RE1,ELC002,DEMPWRSURWAT,2035,1,WD,0.1193
RE1,WTRSUR,DEMPWRSURWAT,2020,1,WD,0.042
RE1,WTRSUR,DEMPWRSURWAT,2021,1,WD,0.0422
RE1,WTRSUR,DEMPWRSURWAT,2022,1,WD,0.0422
RE1,WTRSUR,DEMPWRSURWAT,2023,1,WD,0.0422
RE1,WTRSUR,DEMPWRSURWAT,2024,1,WD,0.0422
RE1,WTRSUR,DEMPWRSURWAT,2025,1,WD,0.0422
RE1,WTRSUR,DEMPWRSURWAT,2026,1,WD,0.0348
RE1,WTRSUR,DEMPWRSURWAT,2027,1,WD,0.0357
RE1,WTRSUR,DEMPWRSURWAT,2028,1,WD,0.0364
RE1,WTRSUR,DEMPWRSURWAT,2029,1,WD,0.0371
RE1,WTRSUR,DEMPWRSURWAT,2030,1,WD,0.0378
RE1,WTRSUR,DEMPWRSURWAT,2031,1,WD,0.0386
RE1,WTRSUR,DEMPWRSURWAT,2032,1,WD,0.0394
RE1,WTRSUR,DEMPWRSURWAT,2033,1,WD,0.0403
RE1,WTRSUR,DEMPWRSURWAT,2034,1,WD,0.0413
RE1,WTRSUR,DEMPWRSURWAT,2035,1,WD,0.0423
RE1,CRPMAI,DEMTRABIO,2020,1,WD,0.3424
RE1,CRPMAI,DEMTRABIO,2021,1,WD,0.3527
RE1,CRPMAI,DEMTRABIO,2022,1,WD,0.363
RE1,CRPMAI,DEMTRABIO,2023,1,WD,0.3732
RE1,CRPMAI,DEMTRABIO,2024,1,WD,0.3835
RE1,CRPMAI,DEMTRABIO,2025,1,WD,0.3972
RE1,CRPMAI,DEMTRABIO,2026,1,WD,0.4075
RE1,CRPMAI,DEMTRABIO,2027,1,WD,0.4177
RE1,CRPMAI,DEMTRABIO,2028,1,WD,0.4314
RE1,CRPMAI,DEMTRABIO,2029,1,WD,0.4451
RE1,CRPMAI,DEMTRABIO,2030,1,WD,0.4588
RE1,CRPMAI,DEMTRABIO,2031,1,WD,0.4725
RE1,CRPMAI,DEMTRABIO,2032,1,WD,0.4862
RE1,CRPMAI,DEMTRABIO,2033,1,WD,0.4999
RE1,CRPMAI,DEMTRABIO,2034,1,WD,0.5136
RE1,CRPMAI,DEMTRABIO,2035,1,WD,0.5273
RE1,LND,LNDBLT,2020,1,WD,4.335
RE1,LND,LNDBLT,2021,1,WD,4.3784
RE1,LND,LNDBLT,2022,1,WD,4.4217
RE1,LND,LNDBLT,2023,1,WD,4.465
RE1,LND,LNDBLT,2024,1,WD,4.5113
RE1,LND,LNDBLT,2025,1,WD,4.5575
RE1,LND,LNDBLT,2026,1,WD,4.6009
RE1,LND,LNDBLT,2027,1,WD,4.6471
RE1,LND,LNDBLT,2028,1,WD,4.6934
RE1,LND,LNDBLT,2029,1,WD,4.7425
RE1,LND,LNDBLT,2030,1,WD,4.7887
RE1,LND,LNDBLT,2031,1,WD,4.8379
RE1,LND,LNDBLT,2032,1,WD,4.8841
RE1,LND,LNDBLT,2033,1,WD,4.9332
RE1,LND,LNDBLT,2034,1,WD,4.9824
RE1,LND,LNDBLT,2035,1,WD,5.0315
RE1,WTRPRC,LNDBLT,2020,1,WD,5.202
RE1,WTRPRC,LNDBLT,2021,1,WD,5.254
RE1,WTRPRC,LNDBLT,2022,1,WD,5.306
RE1,WTRPRC,LNDBLT,2023,1,WD,5.3581
RE1,WTRPRC,LNDBLT,2024,1,WD,5.4135
RE1,WTRPRC,LNDBLT,2025,1,WD,5.469
RE1,WTRPRC,LNDBLT,2026,1,WD,5.5211
RE1,WTRPRC,LNDBLT,2027,1,WD,5.5765
RE1,WTRPRC,LNDBLT,2028,1,WD,5.632
RE1,WTRPRC,LNDBLT,2029,1,WD,5.691
RE1,WTRPRC,LNDBLT,2030,1,WD,5.7465
RE1,WTRPRC,LNDBLT,2031,1,WD,5.8054
RE1,WTRPRC,LNDBLT,2032,1,WD,5.8609
RE1,WTRPRC,LNDBLT,2033,1,WD,5.9199
RE1,WTRPRC,LNDBLT,2034,1,WD,5.9788
RE1,WTRPRC,LNDBLT,2035,1,WD,6.0378
RE1,LND,LNDFOR,2020,1,WD,73.2904
RE1,LND,LNDFOR,2021,1,WD,72.9976
RE1,LND,LNDFOR,2022,1,WD,72.6998
RE1,LND,LNDFOR,2023,1,WD,72.4046
RE1,LND,LNDFOR,2024,1,WD,72.0964
RE1,LND,LNDFOR,2025,1,WD,71.7577
RE1,LND,LNDFOR,2026,1,WD,71.4609
RE1,LND,LNDFOR,2027,1,WD,71.1529
RE1,LND,LNDFOR,2028,1,WD,70.813
RE1,LND,LNDFOR,2029,1,WD,70.4634
RE1,LND,LNDFOR,2030,1,WD,70.1228
RE1,LND,LNDFOR,2031,1,WD,69.7727
RE1,LND,LNDFOR,2032,1,WD,69.433
RE1,LND,LNDFOR,2033,1,WD,69.084
RE1,LND,LNDFOR,2034,1,WD,68.7373
RE1,LND,LNDFOR,2035,1,WD,68.3886
